GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,CONCENFI.id,CONCENFI.display-label,YEAR.id,COMPANY,RCPTOT,CCORCPPCT,VSHERFI
0100000US,,United States,,311230,Breakfast cereal manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31131,Sugar manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31131,Sugar manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31131,Sugar manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31131,Sugar manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31131,Sugar manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311313,Beet sugar manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311313,Beet sugar manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311313,Beet sugar manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311313,Beet sugar manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311313,Beet sugar manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,ECONF$X,ECONF$X
0100000US,,United States,,311314,Cane sugar manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311314,Cane sugar manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311314,Cane sugar manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311314,Cane sugar manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311314,Cane sugar manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31135,Chocolate and chocolate confectionery manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31135,Chocolate and chocolate confectionery manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31135,Chocolate and chocolate confectionery manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31135,Chocolate and chocolate confectionery manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31135,Chocolate and chocolate confectionery manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311351,Chocolate and confectionery manufacturing from cacao beans,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311351,Chocolate and confectionery manufacturing from cacao beans,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311351,Chocolate and confectionery manufacturing from cacao beans,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311351,Chocolate and confectionery manufacturing from cacao beans,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311351,Chocolate and confectionery manufacturing from cacao beans,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311352,Confectionery manufacturing from purchased chocolate,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311352,Confectionery manufacturing from purchased chocolate,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311352,Confectionery manufacturing from purchased chocolate,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311352,Confectionery manufacturing from purchased chocolate,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311352,Confectionery manufacturing from purchased chocolate,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31141,Frozen food manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31141,Frozen food manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31141,Frozen food manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31141,Frozen food manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31141,Frozen food manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311411,"Frozen fruit, juice, and vegetable manufacturing",,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311411,"Frozen fruit, juice, and vegetable manufacturing",,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311411,"Frozen fruit, juice, and vegetable manufacturing",,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311411,"Frozen fruit, juice, and vegetable manufacturing",,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311411,"Frozen fruit, juice, and vegetable manufacturing",,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311412,Frozen specialty food manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311412,Frozen specialty food manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311412,Frozen specialty food manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311412,Frozen specialty food manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311412,Frozen specialty food manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311421,Fruit and vegetable canning,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311421,Fruit and vegetable canning,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311421,Fruit and vegetable canning,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311421,Fruit and vegetable canning,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311421,Fruit and vegetable canning,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311422,Specialty canning,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311422,Specialty canning,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311422,Specialty canning,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311422,Specialty canning,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311422,Specialty canning,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311423,Dried and dehydrated food manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311423,Dried and dehydrated food manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311423,Dried and dehydrated food manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311423,Dried and dehydrated food manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311423,Dried and dehydrated food manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3115,Dairy product manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3115,Dairy product manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3115,Dairy product manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3115,Dairy product manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3115,Dairy product manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31151,Dairy product (except frozen) manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31151,Dairy product (except frozen) manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31151,Dairy product (except frozen) manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31151,Dairy product (except frozen) manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31151,Dairy product (except frozen) manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311511,Fluid milk manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311511,Fluid milk manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311511,Fluid milk manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311511,Fluid milk manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311511,Fluid milk manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311512,Creamery butter manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311512,Creamery butter manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311512,Creamery butter manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311512,Creamery butter manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311512,Creamery butter manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311513,Cheese manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311513,Cheese manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311513,Cheese manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311513,Cheese manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311513,Cheese manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311514,"Dry, condensed, and evaporated dairy product manufacturing",,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311514,"Dry, condensed, and evaporated dairy product manufacturing",,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311514,"Dry, condensed, and evaporated dairy product manufacturing",,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311514,"Dry, condensed, and evaporated dairy product manufacturing",,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311514,"Dry, condensed, and evaporated dairy product manufacturing",,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31152,Ice cream and frozen dessert manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31152,Ice cream and frozen dessert manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31152,Ice cream and frozen dessert manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31152,Ice cream and frozen dessert manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31152,Ice cream and frozen dessert manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311520,Ice cream and frozen dessert manufacturing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311520,Ice cream and frozen dessert manufacturing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311520,Ice cream and frozen dessert manufacturing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311520,Ice cream and frozen dessert manufacturing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311520,Ice cream and frozen dessert manufacturing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3116,Animal slaughtering and processing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,3116,Animal slaughtering and processing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3116,Animal slaughtering and processing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3116,Animal slaughtering and processing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,3116,Animal slaughtering and processing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,31161,Animal slaughtering and processing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,31161,Animal slaughtering and processing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31161,Animal slaughtering and processing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31161,Animal slaughtering and processing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,31161,Animal slaughtering and processing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311611,Animal (except poultry) slaughtering,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311611,Animal (except poultry) slaughtering,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311611,Animal (except poultry) slaughtering,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311611,Animal (except poultry) slaughtering,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311611,Animal (except poultry) slaughtering,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311612,Meat processed from carcasses,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311612,Meat processed from carcasses,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311612,Meat processed from carcasses,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311612,Meat processed from carcasses,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311612,Meat processed from carcasses,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311613,Rendering and meat byproduct processing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311613,Rendering and meat byproduct processing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311613,Rendering and meat byproduct processing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311613,Rendering and meat byproduct processing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311613,Rendering and meat byproduct processing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,311615,Poultry processing,,004,All companies,2012,,,,ECONF$X
0100000US,,United States,,311615,Poultry processing,,856,4 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311615,Poultry processing,,857,8 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311615,Poultry processing,,858,20 largest companies,2012,ECONF$X,ECONF$X,,ECONF$X
0100000US,,United States,,311615,Poultry processing,,859,50 largest companies,2012,ECONF$X,ECONF$X,,
0100000US,,United States,,3117,Seafood product preparation and packaging,,004,All companies,2012,,,,ECONF$X
